zipcode,city,state,country
16029,East Butler,PA,US
16030,Eau Claire,PA,US
16033,Evans City,PA,US
16034,Fenelton,PA,US
16035,Forestville,PA,US
16036,Foxburg,PA,US
16037,Harmony,PA,US
16038,Harrisville,PA,US
16039,Herman,PA,US
16040,Hilliards,PA,US
16041,Karns City,PA,US
16045,Lyndora,PA,US
16046,Mars,PA,US
16048,North Washington,PA,US
16049,Parker,PA,US
16050,Petrolia,PA,US
16051,Portersville,PA,US
16052,Prospect,PA,US
16053,Renfrew,PA,US
16054,Saint Petersburg,PA,US
16055,Sarver,PA,US
16056,Saxonburg,PA,US
16057,Slippery Rock,PA,US
16058,Turkey City,PA,US
16059,Valencia,PA,US
16061,West Sunbury,PA,US
16063,Zelienople,PA,US
16066,Cranberry Township,PA,US
16101,New Castle,PA,US
16102,New Castle,PA,US
16103,New Castle,PA,US
16105,New Castle,PA,US
16107,New Castle,PA,US
16108,New Castle,PA,US
16110,Adamsville,PA,US
16111,Atlantic,PA,US
16112,Bessemer,PA,US
16113,Clark,PA,US
16114,Clarks Mills,PA,US
16115,Darlington,PA,US
16116,Edinburg,PA,US
16117,Ellwood City,PA,US
16120,Enon Valley,PA,US
16121,Farrell,PA,US
16123,Fombell,PA,US
16124,Fredonia,PA,US
16125,Greenville,PA,US
16127,Grove City,PA,US
16130,Hadley,PA,US
16131,Hartstown,PA,US
16132,Hillsville,PA,US
16133,Jackson Center,PA,US
16134,Jamestown,PA,US
16136,Koppel,PA,US
16137,Mercer,PA,US
16140,New Bedford,PA,US
16141,New Galilee,PA,US
16142,New Wilmington,PA,US
16143,Pulaski,PA,US
16145,Sandy Lake,PA,US
16146,Sharon,PA,US
16148,Hermitage,PA,US
16150,Sharpsville,PA,US
16151,Sheakleyville,PA,US
16153,Stoneboro,PA,US
16154,Transfer,PA,US
16155,Villa Maria,PA,US
16156,Volant,PA,US
16157,Wampum,PA,US
16159,West Middlesex,PA,US
16160,West Pittsburg,PA,US
16161,Wheatland,PA,US
16172,New Wilmington,PA,US
16201,Kittanning,PA,US
16210,Adrian,PA,US
16211,Beyer,PA,US
16212,Cadogan,PA,US
16213,Callensburg,PA,US
16214,Clarion,PA,US
16215,Kittanning,PA,US
16217,Cooksburg,PA,US
16218,Cowansville,PA,US
16220,Crown,PA,US
16221,Curllsville,PA,US
16222,Dayton,PA,US
16223,Distant,PA,US
16224,Fairmount City,PA,US
16225,Fisher,PA,US
16226,Ford City,PA,US
16228,Ford Cliff,PA,US
16229,Freeport,PA,US
16230,Hawthorn,PA,US
16232,Knox,PA,US
16233,Leeper,PA,US
16234,Limestone,PA,US
16235,Lucinda,PA,US
16236,Mc Grann,PA,US
16238,Manorville,PA,US
16239,Marienville,PA,US
16240,Mayport,PA,US
16242,New Bethlehem,PA,US
16244,Nu Mine,PA,US
16245,Oak Ridge,PA,US
16246,Plumville,PA,US
16248,Rimersburg,PA,US
16249,Rural Valley,PA,US
16250,Sagamore,PA,US
16253,Seminole,PA,US
16254,Shippenville,PA,US
16255,Sligo,PA,US
16256,Smicksburg,PA,US
16257,Snydersburg,PA,US
16258,Strattanville,PA,US
16259,Templeton,PA,US
16260,Vowinckel,PA,US
16261,Widnoon,PA,US
16262,Worthington,PA,US
16263,Yatesboro,PA,US
16301,Oil City,PA,US
16311,Carlton,PA,US
16312,Chandlers Valley,PA,US
16313,Clarendon,PA,US
16314,Cochranton,PA,US
16316,Conneaut Lake,PA,US
16317,Cooperstown,PA,US
16319,Cranberry,PA,US
16321,East Hickory,PA,US
16322,Endeavor,PA,US
16323,Franklin,PA,US
16326,Fryburg,PA,US
16327,Guys Mills,PA,US
16328,Hydetown,PA,US
16329,Irvine,PA,US
16331,Kossuth,PA,US
16332,Lickingville,PA,US
16333,Ludlow,PA,US
16334,Marble,PA,US
16335,Meadville,PA,US
16340,Pittsfield,PA,US
16341,Pleasantville,PA,US
16342,Polk,PA,US
16343,Reno,PA,US
16344,Rouseville,PA,US
16345,Russell,PA,US
16346,Seneca,PA,US
16347,Sheffield,PA,US
16350,Sugar Grove,PA,US
16351,Tidioute,PA,US
16352,Tiona,PA,US
16353,Tionesta,PA,US
16354,Titusville,PA,US
16360,Townville,PA,US
16361,Tylersburg,PA,US
16362,Utica,PA,US
16364,Venus,PA,US
16365,Warren,PA,US
16366,Warren,PA,US
16367,Warren,PA,US
16368,Warren,PA,US
16369,Warren,PA,US
16370,West Hickory,PA,US
16371,Youngsville,PA,US
16372,Clintonville,PA,US
16373,Emlenton,PA,US
16374,Kennerdell,PA,US
16375,Lamartine,PA,US
16388,Meadville,PA,US
16401,Albion,PA,US
16402,Bear Lake,PA,US
16403,Cambridge Springs,PA,US
16404,Centerville,PA,US
16405,Columbus,PA,US
16406,Conneautville,PA,US
16407,Corry,PA,US
16410,Cranesville,PA,US
16411,East Springfield,PA,US
16412,Edinboro,PA,US
16413,Elgin,PA,US
16415,Fairview,PA,US
16416,Garland,PA,US
16417,Girard,PA,US
16420,Grand Valley,PA,US
16421,Harborcreek,PA,US
16422,Harmonsburg,PA,US
16423,Lake City,PA,US
16424,Linesville,PA,US
16426,Mc Kean,PA,US
16427,Mill Village,PA,US
16428,North East,PA,US
16430,North Springfield,PA,US
16432,Riceville,PA,US
16433,Saegertown,PA,US
16434,Spartansburg,PA,US
16435,Springboro,PA,US
16436,Spring Creek,PA,US
16438,Union City,PA,US
16440,Venango,PA,US
16441,Waterford,PA,US
16442,Wattsburg,PA,US
16443,West Springfield,PA,US
16444,Edinboro,PA,US
16475,Albion,PA,US
16501,Erie,PA,US
16502,Erie,PA,US
16503,Erie,PA,US
16504,Erie,PA,US
16505,Erie,PA,US
16506,Erie,PA,US
16507,Erie,PA,US
16508,Erie,PA,US
16509,Erie,PA,US
16510,Erie,PA,US
16511,Erie,PA,US
16512,Erie,PA,US
16514,Erie,PA,US
16515,Erie,PA,US
16522,Erie,PA,US
16530,Erie,PA,US
16531,Erie,PA,US
16532,Erie,PA,US
16533,Erie,PA,US
16534,Erie,PA,US
16538,Erie,PA,US
16541,Erie,PA,US
16544,Erie,PA,US
16546,Erie,PA,US
16550,Erie,PA,US
16553,Erie,PA,US
16554,Erie,PA,US
16563,Erie,PA,US
16565,Erie,PA,US
16601,Altoona,PA,US
16602,Altoona,PA,US
16603,Altoona,PA,US
16611,Alexandria,PA,US
16613,Ashville,PA,US
16616,Beccaria,PA,US
16617,Bellwood,PA,US
16619,Blandburg,PA,US
16620,Brisbin,PA,US
16621,Broad Top,PA,US
16622,Calvin,PA,US
16623,Cassville,PA,US
16624,Chest Springs,PA,US
16625,Claysburg,PA,US
16627,Coalport,PA,US
16629,Coupon,PA,US
16630,Cresson,PA,US
16631,Curryville,PA,US
16633,Defiance,PA,US
16634,Dudley,PA,US
16635,Duncansville,PA,US
16636,Dysart,PA,US
16637,East Freedom,PA,US
16638,Entriken,PA,US
16639,Fallentimber,PA,US
16640,Flinton,PA,US
16641,Gallitzin,PA,US
16644,Glasgow,PA,US
16645,Glen Hope,PA,US
16646,Hastings,PA,US
16647,Hesston,PA,US
16648,Hollidaysburg,PA,US
16650,Hopewell,PA,US
16651,Houtzdale,PA,US
16652,Huntingdon,PA,US
16654,Huntingdon,PA,US
16655,Imler,PA,US
16656,Irvona,PA,US
16657,James Creek,PA,US
16659,Loysburg,PA,US
16660,Mc Connellstown,PA,US
16661,Madera,PA,US
16662,Martinsburg,PA,US
16663,Morann,PA,US
16664,New Enterprise,PA,US
16665,Newry,PA,US
16666,Osceola Mills,PA,US
16667,Osterburg,PA,US
16668,Patton,PA,US
16669,Petersburg,PA,US
16670,Queen,PA,US
16671,Ramey,PA,US
16672,Riddlesburg,PA,US
16673,Roaring Spring,PA,US
16674,Robertsdale,PA,US
16675,Saint Boniface,PA,US
16677,Sandy Ridge,PA,US
16678,Saxton,PA,US
16679,Six Mile Run,PA,US
16680,Smithmill,PA,US
16681,Smokerun,PA,US
16682,Sproul,PA,US
16683,Spruce Creek,PA,US
16684,Tipton,PA,US
16685,Todd,PA,US
16686,Tyrone,PA,US
16689,Waterfall,PA,US
16691,Wells Tannery,PA,US
16692,Westover,PA,US
16693,Williamsburg,PA,US
16694,Wood,PA,US
16695,Woodbury,PA,US
16698,Houtzdale,PA,US
16699,Cresson,PA,US
16701,Bradford,PA,US
16720,Austin,PA,US
16724,Crosby,PA,US
16725,Custer City,PA,US
16726,Cyclone,PA,US
16727,Derrick City,PA,US
16728,De Young,PA,US
16729,Duke Center,PA,US
16730,East Smethport,PA,US
16731,Eldred,PA,US
16732,Gifford,PA,US
16733,Hazel Hurst,PA,US
16734,James City,PA,US
16735,Kane,PA,US
16738,Lewis Run,PA,US
16740,Mount Jewett,PA,US
16743,Port Allegany,PA,US
16744,Rew,PA,US
16745,Rixford,PA,US
16746,Roulette,PA,US
16748,Shinglehouse,PA,US
16749,Smethport,PA,US
16750,Turtlepoint,PA,US
16801,State College,PA,US
16802,University Park,PA,US
16803,State College,PA,US
16804,State College,PA,US
16805,State College,PA,US
16820,Aaronsburg,PA,US
16821,Allport,PA,US
16822,Beech Creek,PA,US
16823,Bellefonte,PA,US
16825,Bigler,PA,US
16826,Blanchard,PA,US
16827,Boalsburg,PA,US
16828,Centre Hall,PA,US
16829,Clarence,PA,US
16830,Clearfield,PA,US
16832,Coburn,PA,US
16833,Curwensville,PA,US
16834,Drifting,PA,US
16835,Fleming,PA,US
16836,Frenchville,PA,US
16837,Glen Richey,PA,US
16838,Grampian,PA,US
16839,Grassflat,PA,US
16840,Hawk Run,PA,US
16841,Howard,PA,US
16843,Hyde,PA,US
16844,Julian,PA,US
16845,Karthaus,PA,US
16847,Kylertown,PA,US
16848,Lamar,PA,US
16849,Lanse,PA,US
16850,Lecontes Mills,PA,US
16851,Lemont,PA,US
16852,Madisonburg,PA,US
16853,Milesburg,PA,US
16854,Millheim,PA,US
16855,Mineral Springs,PA,US
16856,Mingoville,PA,US
16858,Morrisdale,PA,US
16859,Moshannon,PA,US
16860,Munson,PA,US
16861,New Millport,PA,US
16863,Olanta,PA,US
16864,Orviston,PA,US
16865,Pennsylvania Furnace,PA,US
16866,Philipsburg,PA,US
16868,Pine Grove Mills,PA,US
16870,Port Matilda,PA,US
16871,Pottersdale,PA,US
16872,Rebersburg,PA,US
16873,Shawville,PA,US
16874,Snow Shoe,PA,US
16875,Spring Mills,PA,US
16876,Wallaceton,PA,US
16877,Warriors Mark,PA,US
16878,West Decatur,PA,US
16879,Winburne,PA,US
16881,Woodland,PA,US
16882,Woodward,PA,US
16901,Wellsboro,PA,US
16910,Alba,PA,US
16911,Arnot,PA,US
16912,Blossburg,PA,US
16914,Columbia Cross Roads,PA,US
16915,Coudersport,PA,US
16917,Covington,PA,US
16918,Cowanesque,PA,US
16920,Elkland,PA,US
16921,Gaines,PA,US
16922,Galeton,PA,US
16923,Genesee,PA,US
16925,Gillett,PA,US
16926,Granville Summit,PA,US
16927,Harrison Valley,PA,US
16928,Knoxville,PA,US
16929,Lawrenceville,PA,US
16930,Liberty,PA,US
16932,Mainesburg,PA,US
16933,Mansfield,PA,US
16935,Middlebury Center,PA,US
16936,Millerton,PA,US
16937,Mills,PA,US
16938,Morris,PA,US
16939,Morris Run,PA,US
16940,Nelson,PA,US
16941,Genesee,PA,US
16942,Osceola,PA,US
16943,Sabinsville,PA,US
16945,Sylvania,PA,US
16946,Tioga,PA,US
16947,Troy,PA,US
16948,Ulysses,PA,US
16950,Westfield,PA,US
17001,Camp Hill,PA,US
17002,Allensville,PA,US
17003,Annville,PA,US
17004,Belleville,PA,US
17005,Berrysburg,PA,US
17006,Blain,PA,US
17007,Boiling Springs,PA,US
17008,Bowmansdale,PA,US
17009,Burnham,PA,US
17010,Campbelltown,PA,US
17011,Camp Hill,PA,US
17012,Camp Hill,PA,US
17013,Carlisle,PA,US
17014,Cocolamus,PA,US
17015,Carlisle,PA,US
17016,Cornwall,PA,US
17017,Dalmatia,PA,US
17018,Dauphin,PA,US
17019,Dillsburg,PA,US
17020,Duncannon,PA,US
17021,East Waterford,PA,US
17022,Elizabethtown,PA,US
17023,Elizabethville,PA,US
17024,Elliottsburg,PA,US
17025,Enola,PA,US
17026,Fredericksburg,PA,US
17027,Grantham,PA,US
17028,Grantville,PA,US
17029,Granville,PA,US
17030,Gratz,PA,US
17032,Halifax,PA,US
17033,Hershey,PA,US
17034,Highspire,PA,US
17035,Honey Grove,PA,US
17036,Hummelstown,PA,US
17037,Ickesburg,PA,US
17038,Jonestown,PA,US
17039,Kleinfeltersville,PA,US
17040,Landisburg,PA,US
17041,Lawn,PA,US
17042,Lebanon,PA,US
17043,Lemoyne,PA,US
17044,Lewistown,PA,US
17045,Liverpool,PA,US
17046,Lebanon,PA,US
17047,Loysville,PA,US
17048,Lykens,PA,US
17049,Mc Alisterville,PA,US
17050,Mechanicsburg,PA,US
17051,Mc Veytown,PA,US
17052,Mapleton Depot,PA,US
17053,Marysville,PA,US
17054,Mattawana,PA,US
17055,Mechanicsburg,PA,US
17056,Mexico,PA,US
17057,Middletown,PA,US
17058,Mifflin,PA,US
17059,Mifflintown,PA,US
17060,Mill Creek,PA,US
17061,Millersburg,PA,US
17062,Millerstown,PA,US
17063,Milroy,PA,US
17064,Mount Gretna,PA,US
17065,Mount Holly Springs,PA,US
17066,Mount Union,PA,US
17067,Myerstown,PA,US
17068,New Bloomfield,PA,US
17069,New Buffalo,PA,US
17070,New Cumberland,PA,US
17071,New Germantown,PA,US
17072,New Kingstown,PA,US
17073,Newmanstown,PA,US
17074,Newport,PA,US
17075,Newton Hamilton,PA,US
17076,Oakland Mills,PA,US
17077,Ono,PA,US
17078,Palmyra,PA,US
17080,Pillow,PA,US
17081,Plainfield,PA,US
17082,Port Royal,PA,US
17083,Quentin,PA,US
17084,Reedsville,PA,US
17085,Rexmont,PA,US
17086,Richfield,PA,US
17087,Richland,PA,US
17088,Schaefferstown,PA,US
17089,Camp Hill,PA,US
17090,Shermans Dale,PA,US
17091,Lebanon,PA,US
17093,Summerdale,PA,US
17094,Thompsontown,PA,US
17097,Wiconisco,PA,US
17098,Williamstown,PA,US
17099,Yeagertown,PA,US
17101,Harrisburg,PA,US
17102,Harrisburg,PA,US
17103,Harrisburg,PA,US
17104,Harrisburg,PA,US
17105,Harrisburg,PA,US
17106,Harrisburg,PA,US
17107,Harrisburg,PA,US
17108,Harrisburg,PA,US
17109,Harrisburg,PA,US
17110,Harrisburg,PA,US
17111,Harrisburg,PA,US
17112,Harrisburg,PA,US
17113,Harrisburg,PA,US
17120,Harrisburg,PA,US
17121,Harrisburg,PA,US
17122,Harrisburg,PA,US
17123,Harrisburg,PA,US
17124,Harrisburg,PA,US
17125,Harrisburg,PA,US
17126,Harrisburg,PA,US
17127,Harrisburg,PA,US
17128,Harrisburg,PA,US
17129,Harrisburg,PA,US
17130,Harrisburg,PA,US
17140,Harrisburg,PA,US
17177,Harrisburg,PA,US
17201,Chambersburg,PA,US
17202,Chambersburg,PA,US
17210,Amberson,PA,US
17211,Artemas,PA,US
17212,Big Cove Tannery,PA,US
17213,Blairs Mills,PA,US
17214,Blue Ridge Summit,PA,US
17215,Burnt Cabins,PA,US
17217,Concord,PA,US
17219,Doylesburg,PA,US
17220,Dry Run,PA,US
17221,Fannettsburg,PA,US
17222,Fayetteville,PA,US
17223,Fort Littleton,PA,US
17224,Fort Loudon,PA,US
17225,Greencastle,PA,US
17228,Harrisonville,PA,US
17229,Hustontown,PA,US
17231,Lemasters,PA,US
17232,Lurgan,PA,US
17233,Mc Connellsburg,PA,US
17235,Marion,PA,US
17236,Mercersburg,PA,US
17237,Mont Alto,PA,US
17238,Needmore,PA,US
17239,Neelyton,PA,US
17240,Newburg,PA,US
17241,Newville,PA,US
17243,Orbisonia,PA,US
17244,Orrstown,PA,US
17246,Pleasant Hall,PA,US
17247,Quincy,PA,US
17249,Rockhill Furnace,PA,US
17250,Rouzerville,PA,US
17251,Roxbury,PA,US
17252,Saint Thomas,PA,US
17253,Saltillo,PA,US
17254,Scotland,PA,US
17255,Shade Gap,PA,US
17256,Shady Grove,PA,US
17257,Shippensburg,PA,US
17260,Shirleysburg,PA,US
17261,South Mountain,PA,US
17262,Spring Run,PA,US
17263,State Line,PA,US
17264,Three Springs,PA,US
17265,Upperstrasburg,PA,US
17266,Walnut Bottom,PA,US
17267,Warfordsburg,PA,US
17268,Waynesboro,PA,US
17270,Williamson,PA,US
17271,Willow Hill,PA,US
17272,Zullinger,PA,US
17301,Abbottstown,PA,US
17302,Airville,PA,US
17303,Arendtsville,PA,US
17304,Aspers,PA,US
17306,Bendersville,PA,US
17307,Biglerville,PA,US
17309,Brogue,PA,US
17310,Cashtown,PA,US
17311,Codorus,PA,US
17312,Craley,PA,US
17313,Dallastown,PA,US
17314,Delta,PA,US
17315,Dover,PA,US
17316,East Berlin,PA,US
17317,East Prospect,PA,US
17318,Emigsville,PA,US
17319,Etters,PA,US
17320,Fairfield,PA,US
17321,Fawn Grove,PA,US
17322,Felton,PA,US
17323,Franklintown,PA,US
17324,Gardners,PA,US
17325,Gettysburg,PA,US
17326,Gettysburg,PA,US
17327,Glen Rock,PA,US
17329,Glenville,PA,US
17331,Hanover,PA,US
17332,Hanover,PA,US
17333,Hanover,PA,US
17334,Hanover,PA,US
17335,Hanover,PA,US
17337,Idaville,PA,US
17339,Lewisberry,PA,US
17340,Littlestown,PA,US
17342,Loganville,PA,US
17343,Mc Knightstown,PA,US
17344,Mc Sherrystown,PA,US
17345,Manchester,PA,US
17347,Mount Wolf,PA,US
17349,New Freedom,PA,US
17350,New Oxford,PA,US
17352,New Park,PA,US
17353,Orrtanna,PA,US
17354,Porters Sideling,PA,US
17355,Railroad,PA,US
17356,Red Lion,PA,US
17358,Rossville,PA,US
17360,Seven Valleys,PA,US
17361,Shrewsbury,PA,US
17362,Spring Grove,PA,US
17363,Stewartstown,PA,US
17364,Thomasville,PA,US
17365,Wellsville,PA,US
17366,Windsor,PA,US
17368,Wrightsville,PA,US
17370,York Haven,PA,US
17371,York New Salem,PA,US
17372,York Springs,PA,US
17375,Peach Glen,PA,US
17401,York,PA,US
17402,York,PA,US
17403,York,PA,US
17404,York,PA,US
17405,York,PA,US
17406,York,PA,US
17407,York,PA,US
17408,York,PA,US
17415,York,PA,US
17501,Akron,PA,US
17502,Bainbridge,PA,US
17503,Bart,PA,US
17504,Bausman,PA,US
17505,Bird In Hand,PA,US
17506,Blue Ball,PA,US
17507,Bowmansville,PA,US
17508,Brownstown,PA,US
17509,Christiana,PA,US
17512,Columbia,PA,US
17516,Conestoga,PA,US
17517,Denver,PA,US
17518,Drumore,PA,US
17519,East Earl,PA,US
17520,East Petersburg,PA,US
17521,Elm,PA,US
17522,Ephrata,PA,US
17527,Gap,PA,US
17528,Goodville,PA,US
17529,Gordonville,PA,US
17532,Holtwood,PA,US
17533,Hopeland,PA,US
17534,Intercourse,PA,US
17535,Kinzers,PA,US
17536,Kirkwood,PA,US
17537,Lampeter,PA,US
17538,Landisville,PA,US
17540,Leola,PA,US
17543,Lititz,PA,US
17545,Manheim,PA,US
17547,Marietta,PA,US
17549,Martindale,PA,US
17550,Maytown,PA,US
17551,Millersville,PA,US
17552,Mount Joy,PA,US
17554,Mountville,PA,US
17555,Narvon,PA,US
17557,New Holland,PA,US
17560,New Providence,PA,US
17562,Paradise,PA,US
17563,Peach Bottom,PA,US
17564,Penryn,PA,US
17565,Pequea,PA,US
17566,Quarryville,PA,US
17567,Reamstown,PA,US
17568,Refton,PA,US
17569,Reinholds,PA,US
17570,Rheems,PA,US
17572,Ronks,PA,US
17573,Lancaster,PA,US
17575,Silver Spring,PA,US
17576,Smoketown,PA,US
17578,Stevens,PA,US
17579,Strasburg,PA,US
17580,Talmage,PA,US
17581,Terre Hill,PA,US
17582,Washington Boro,PA,US
17583,West Willow,PA,US
17584,Willow Street,PA,US
17585,Witmer,PA,US
17601,Lancaster,PA,US
17602,Lancaster,PA,US
17603,Lancaster,PA,US
17604,Lancaster,PA,US
17605,Lancaster,PA,US
17606,Lancaster,PA,US
17607,Lancaster,PA,US
17608,Lancaster,PA,US
17611,Lancaster,PA,US
17622,Lancaster,PA,US
17699,Lancaster,PA,US
17701,Williamsport,PA,US
17702,Williamsport,PA,US
17703,Williamsport,PA,US
17705,Williamsport,PA,US
17720,Antes Fort,PA,US
17721,Avis,PA,US
17723,Cammal,PA,US
17724,Canton,PA,US
17726,Castanea,PA,US
17727,Cedar Run,PA,US
17728,Cogan Station,PA,US
17729,Cross Fork,PA,US
17730,Dewart,PA,US
17731,Eagles Mere,PA,US
17735,Grover,PA,US
17737,Hughesville,PA,US
17738,North Bend,PA,US
17739,Jersey Mills,PA,US
17740,Jersey Shore,PA,US
17742,Lairdsville,PA,US
17744,Linden,PA,US
17745,Lock Haven,PA,US
17747,Loganton,PA,US
17748,Mc Elhattan,PA,US
17749,Mc Ewensville,PA,US
17750,Mackeyville,PA,US
17751,Mill Hall,PA,US
17752,Montgomery,PA,US
17754,Montoursville,PA,US
17756,Muncy,PA,US
17758,Muncy Valley,PA,US
17760,North Bend,PA,US
17762,Picture Rocks,PA,US
17763,Ralston,PA,US
17764,Renovo,PA,US
17765,Roaring Branch,PA,US
17767,Salona,PA,US
17768,Shunk,PA,US
17769,Slate Run,PA,US
17771,Trout Run,PA,US
17772,Turbotville,PA,US
17773,Tylersville,PA,US
17774,Unityville,PA,US
17776,Waterville,PA,US
17777,Watsontown,PA,US
17778,Westport,PA,US
17779,Woolrich,PA,US
17801,Sunbury,PA,US
17810,Allenwood,PA,US
17812,Beaver Springs,PA,US
17813,Beavertown,PA,US
17814,Benton,PA,US
17815,Bloomsburg,PA,US
17820,Catawissa,PA,US
17821,Danville,PA,US
17822,Danville,PA,US
17823,Dornsife,PA,US
17824,Elysburg,PA,US
17827,Freeburg,PA,US
17829,Hartleton,PA,US
17830,Herndon,PA,US
17831,Hummels Wharf,PA,US
17832,Marion Heights,PA,US
17833,Kreamer,PA,US
17834,Kulpmont,PA,US
17835,Laurelton,PA,US
17836,Leck Kill,PA,US
17837,Lewisburg,PA,US
17839,Lightstreet,PA,US
17840,Locust Gap,PA,US
17841,Mc Clure,PA,US
17842,Middleburg,PA,US
17843,Beaver Springs,PA,US
17844,Mifflinburg,PA,US
17845,Millmont,PA,US
17846,Millville,PA,US
17847,Milton,PA,US
17850,Montandon,PA,US
17851,Mount Carmel,PA,US
17853,Mount Pleasant Mills,PA,US
17855,New Berlin,PA,US
17856,New Columbia,PA,US
17857,Northumberland,PA,US
17858,Numidia,PA,US
17859,Orangeville,PA,US
17860,Paxinos,PA,US
17861,Paxtonville,PA,US
17862,Penns Creek,PA,US
17864,Port Trevorton,PA,US
17865,Potts Grove,PA,US
17866,Coal Township,PA,US
17867,Rebuck,PA,US
17868,Riverside,PA,US
17870,Selinsgrove,PA,US
17872,Shamokin,PA,US
17876,Shamokin Dam,PA,US
17877,Snydertown,PA,US
17878,Stillwater,PA,US
17880,Swengel,PA,US
17881,Trevorton,PA,US
17882,Troxelville,PA,US
17883,Vicksburg,PA,US
17884,Washingtonville,PA,US
17885,Weikert,PA,US
17886,West Milton,PA,US
17887,White Deer,PA,US
17888,Wilburton,PA,US
17889,Winfield,PA,US
17901,Pottsville,PA,US
17920,Aristes,PA,US
17921,Ashland,PA,US
17922,Auburn,PA,US
17923,Branchdale,PA,US
17925,Brockton,PA,US
17929,Cressona,PA,US
17930,Cumbola,PA,US
17931,Frackville,PA,US
17932,Frackville,PA,US
17933,Friedensburg,PA,US
17934,Gilberton,PA,US
17935,Girardville,PA,US
17936,Gordon,PA,US
17938,Hegins,PA,US
17941,Klingerstown,PA,US
17942,Landingville,PA,US
17943,Lavelle,PA,US
17944,Llewellyn,PA,US
17945,Locustdale,PA,US
17946,Lost Creek,PA,US
17948,Mahanoy City,PA,US
17949,Mahanoy Plane,PA,US
17951,Mar Lin,PA,US
17952,Mary D,PA,US
17953,Middleport,PA,US
17954,Minersville,PA,US
17957,Muir,PA,US
17959,New Philadelphia,PA,US
17960,New Ringgold,PA,US
17961,Orwigsburg,PA,US
17963,Pine Grove,PA,US
17964,Pitman,PA,US
17965,Port Carbon,PA,US
17966,Ravine,PA,US
17967,Ringtown,PA,US
17968,Sacramento,PA,US
17970,Saint Clair,PA,US
17972,Schuylkill Haven,PA,US
17974,Seltzer,PA,US
17976,Shenandoah,PA,US
17978,Spring Glen,PA,US
17979,Summit Station,PA,US
17980,Tower City,PA,US
17981,Tremont,PA,US
17982,Tuscarora,PA,US
17983,Valley View,PA,US
17985,Zion Grove,PA,US
18001,Lehigh Valley,PA,US
18002,Lehigh Valley,PA,US
18003,Lehigh Valley,PA,US
18010,Ackermanville,PA,US
18011,Alburtis,PA,US
18012,Aquashicola,PA,US
18013,Bangor,PA,US
18014,Bath,PA,US
18015,Bethlehem,PA,US
18016,Bethlehem,PA,US
18017,Bethlehem,PA,US
18018,Bethlehem,PA,US
18020,Bethlehem,PA,US
18025,Bethlehem,PA,US
18030,Bowmanstown,PA,US
18031,Breinigsville,PA,US
18032,Catasauqua,PA,US
18034,Center Valley,PA,US
18035,Cherryville,PA,US
18036,Coopersburg,PA,US
18037,Coplay,PA,US
18038,Danielsville,PA,US
18039,Durham,PA,US
18040,Easton,PA,US
18041,East Greenville,PA,US
18042,Easton,PA,US
18043,Easton,PA,US
18044,Easton,PA,US
18045,Easton,PA,US
18046,East Texas,PA,US
18049,Emmaus,PA,US
18050,Flicksville,PA,US
18051,Fogelsville,PA,US
18052,Whitehall,PA,US
18053,Germansville,PA,US
18054,Green Lane,PA,US
18055,Hellertown,PA,US
18056,Hereford,PA,US
18058,Kunkletown,PA,US
18059,Laurys Station,PA,US
18060,Limeport,PA,US
18062,Macungie,PA,US
18063,Martins Creek,PA,US
18064,Nazareth,PA,US
18065,Neffs,PA,US
18066,New Tripoli,PA,US
18067,Northampton,PA,US
18068,Old Zionsville,PA,US
18069,Orefield,PA,US
18070,Palm,PA,US
18071,Palmerton,PA,US
18072,Pen Argyl,PA,US
18073,Pennsburg,PA,US
18074,Perkiomenville,PA,US
18076,Red Hill,PA,US
18077,Riegelsville,PA,US
18078,Schnecksville,PA,US
18079,Slatedale,PA,US
18080,Slatington,PA,US
18081,Springtown,PA,US
18083,Stockertown,PA,US
18084,Sumneytown,PA,US
18085,Tatamy,PA,US
18086,Treichlers,PA,US
18087,Trexlertown,PA,US
18088,Walnutport,PA,US
18091,Wind Gap,PA,US
18092,Zionsville,PA,US
18098,Emmaus,PA,US
18099,Emmaus,PA,US
18101,Allentown,PA,US
18102,Allentown,PA,US
18103,Allentown,PA,US
18104,Allentown,PA,US
18105,Allentown,PA,US
18106,Allentown,PA,US
18109,Allentown,PA,US
18175,Allentown,PA,US
18195,Allentown,PA,US
18201,Hazleton,PA,US
18202,Hazleton,PA,US
18210,Albrightsville,PA,US
18211,Andreas,PA,US
18212,Ashfield,PA,US
18214,Barnesville,PA,US
18216,Beaver Meadows,PA,US
18218,Coaldale,PA,US
18219,Conyngham,PA,US
18220,Delano,PA,US
18221,Drifton,PA,US
18222,Drums,PA,US
18223,Ebervale,PA,US
18224,Freeland,PA,US
18225,Harleigh,PA,US
18229,Jim Thorpe,PA,US
18230,Junedale,PA,US
18231,Kelayres,PA,US
18232,Lansford,PA,US
18234,Lattimer Mines,PA,US
18235,Lehighton,PA,US
18237,Mcadoo,PA,US
18239,Milnesville,PA,US
18240,Nesquehoning,PA,US
18241,Nuremberg,PA,US
18242,Oneida,PA,US
18244,Parryville,PA,US
18245,Quakake,PA,US
18246,Rock Glen,PA,US
18247,Saint Johns,PA,US
18248,Sheppton,PA,US
18249,Sugarloaf,PA,US
18250,Summit Hill,PA,US
18251,Sybertsville,PA,US
18252,Tamaqua,PA,US
